Dir1,Dir2,File,Fs,Onsets
Brass,Horn,Horn.ff.D3.stereo.wav,48000,0.025
Brass,Horn,Horn.ff.D4.stereo.wav,48000,0.021
Brass,Horn,Horn.ff.D5.stereo.wav,48000,0.023
Brass,Horn,Horn.ff.Db2.stereo.wav,48000,0.015
Brass,Horn,Horn.ff.Db3.stereo.wav,48000,0.026
Brass,Horn,Horn.ff.Db4.stereo.wav,48000,0.018
Brass,Horn,Horn.ff.Db5.stereo.wav,48000,0.022
Brass,Horn,Horn.ff.E2.stereo.wav,48000,0.026
Brass,Horn,Horn.ff.E3.stereo.wav,48000,0.028
Brass,Horn,Horn.ff.E4.stereo.wav,48000,0.02
Brass,Horn,Horn.ff.E5.stereo.wav,48000,0.024
Brass,Horn,Horn.ff.Eb2.stereo.wav,48000,0.012
Brass,Horn,Horn.ff.Eb3.stereo.wav,48000,0.023
Brass,Horn,Horn.ff.Eb4.stereo.wav,48000,0.018
Brass,Horn,Horn.ff.Eb5.stereo.wav,48000,0.019
Brass,Horn,Horn.ff.F2.stereo.wav,48000,0.038
Brass,Horn,Horn.ff.F3.stereo.wav,48000,0.03
Brass,Horn,Horn.ff.F4.stereo.wav,48000,0.025
Brass,Horn,Horn.ff.F5.stereo.wav,48000,0.021
Brass,Horn,Horn.ff.G2.stereo.wav,48000,0.024
Brass,Horn,Horn.ff.G3.stereo.wav,48000,0.021
Brass,Horn,Horn.ff.G4.stereo.wav,48000,0.022
Brass,Horn,Horn.ff.Gb2.stereo.wav,48000,0.035
Brass,Horn,Horn.ff.Gb3.stereo.wav,48000,0.019
Brass,Horn,Horn.ff.Gb4.stereo.wav,48000,0.023
Brass,TenorTrombone,TenorTrombone.ff.A2.stereo.wav,48000,0.043
Brass,TenorTrombone,TenorTrombone.ff.A3.stereo.wav,48000,0.042
Brass,TenorTrombone,TenorTrombone.ff.A4.stereo.wav,48000,0.038
Brass,TenorTrombone,TenorTrombone.ff.Ab2.stereo.wav,48000,0.049
Brass,TenorTrombone,TenorTrombone.ff.Ab3.stereo.wav,48000,0.046
Brass,TenorTrombone,TenorTrombone.ff.Ab4.stereo.wav,48000,0.031
Brass,TenorTrombone,TenorTrombone.ff.B2.stereo.wav,48000,0.052
Brass,TenorTrombone,TenorTrombone.ff.B3.stereo.wav,48000,0.049
Brass,TenorTrombone,TenorTrombone.ff.B4.stereo.wav,48000,0.036
Brass,TenorTrombone,TenorTrombone.ff.Bb2.stereo.wav,48000,0.039
Brass,TenorTrombone,TenorTrombone.ff.Bb3.stereo.wav,48000,0.042
Brass,TenorTrombone,TenorTrombone.ff.Bb4.stereo.wav,48000,0.044
Brass,TenorTrombone,TenorTrombone.ff.C3.stereo.wav,48000,0.061
Brass,TenorTrombone,TenorTrombone.ff.C4.stereo.wav,48000,0.032
Brass,TenorTrombone,TenorTrombone.ff.C5.stereo.wav,48000,0.041
Brass,TenorTrombone,TenorTrombone.ff.D3.stereo.wav,48000,0.044
Brass,TenorTrombone,TenorTrombone.ff.D4.stereo.wav,48000,0.039
Brass,TenorTrombone,TenorTrombone.ff.Db3.stereo.wav,48000,0.043
Brass,TenorTrombone,TenorTrombone.ff.Db4.stereo.wav,48000,0.047
Brass,TenorTrombone,TenorTrombone.ff.E2.stereo.wav,48000,0.041
Brass,TenorTrombone,TenorTrombone.ff.E3.stereo.wav,48000,0.046
Brass,TenorTrombone,TenorTrombone.ff.E4.stereo.wav,48000,0.028
Brass,TenorTrombone,TenorTrombone.ff.Eb3.stereo.wav,48000,0.043
Brass,TenorTrombone,TenorTrombone.ff.Eb4.stereo.wav,48000,0.032
Brass,TenorTrombone,TenorTrombone.ff.F2.stereo.wav,48000,0.063
Brass,TenorTrombone,TenorTrombone.ff.F3.stereo.wav,48000,0.042
Brass,TenorTrombone,TenorTrombone.ff.F4.stereo.wav,48000,0.03
Brass,TenorTrombone,TenorTrombone.ff.G2.stereo.wav,48000,0.041
Brass,TenorTrombone,TenorTrombone.ff.G3.stereo.wav,48000,0.046
Brass,TenorTrombone,TenorTrombone.ff.G4.stereo.wav,48000,0.025
Brass,TenorTrombone,TenorTrombone.ff.Gb2.stereo.wav,48000,0.043
Brass,TenorTrombone,TenorTrombone.ff.Gb3.stereo.wav,48000,0.041
Brass,TenorTrombone,TenorTrombone.ff.Gb4.stereo.wav,48000,0.037
Brass,Trumpet.novib,Trumpet.novib.ff.A3.stereo.wav,48000,0.032
Brass,Trumpet.novib,Trumpet.novib.ff.A4.stereo.wav,48000,0.039
Brass,Trumpet.novib,Trumpet.novib.ff.A5.stereo.wav,48000,0.028
Brass,Trumpet.novib,Trumpet.novib.ff.Ab3.stereo.wav,48000,0.044
Brass,Trumpet.novib,Trumpet.novib.ff.Ab4.stereo.wav,48000,0.035
Brass,Trumpet.novib,Trumpet.novib.ff.Ab5.stereo.wav,48000,0.032
Brass,Trumpet.novib,Trumpet.novib.ff.B3.stereo.wav,48000,0.049
Brass,Trumpet.novib,Trumpet.novib.ff.B4.stereo.wav,48000,0.031
Brass,Trumpet.novib,Trumpet.novib.ff.B5.stereo.wav,48000,0.052
Brass,Trumpet.novib,Trumpet.novib.ff.Bb3.stereo.wav,48000,0.043
Brass,Trumpet.novib,Trumpet.novib.ff.Bb4.stereo.wav,48000,0.039
Brass,Trumpet.novib,Trumpet.novib.ff.Bb5.stereo.wav,48000,0.033
Brass,Trumpet.novib,Trumpet.novib.ff.C4.stereo.wav,48000,0.031
Brass,Trumpet.novib,Trumpet.novib.ff.C5.stereo.wav,48000,0.03
Brass,Trumpet.novib,Trumpet.novib.ff.C6.stereo.wav,48000,0.075
Brass,Trumpet.novib,Trumpet.novib.ff.D4.stereo.wav,48000,0.032
Brass,Trumpet.novib,Trumpet.novib.ff.D5.stereo.wav,48000,0.028
Brass,Trumpet.novib,Trumpet.novib.ff.D6.stereo.wav,48000,0.069
Brass,Trumpet.novib,Trumpet.novib.ff.Db4.stereo.wav,48000,0.045
Brass,Trumpet.novib,Trumpet.novib.ff.Db5.stereo.wav,48000,0.021
Brass,Trumpet.novib,Trumpet.novib.ff.Db6.stereo.wav,48000,0.052
Brass,Trumpet.novib,Trumpet.novib.ff.E3.stereo.wav,48000,0.055
Brass,Trumpet.novib,Trumpet.novib.ff.E4.stereo.wav,48000,0.028
Brass,Trumpet.novib,Trumpet.novib.ff.E5.stereo.wav,48000,0.02
Brass,Trumpet.novib,Trumpet.novib.ff.Eb4.stereo.wav,48000,0.036
Brass,Trumpet.novib,Trumpet.novib.ff.Eb5.stereo.wav,48000,0.033
Brass,Trumpet.novib,Trumpet.novib.ff.Eb6.stereo.wav,48000,0.125
Brass,Trumpet.novib,Trumpet.novib.ff.F3.stereo.wav,48000,0.048
Brass,Trumpet.novib,Trumpet.novib.ff.F4.stereo.wav,48000,0.031
Brass,Trumpet.novib,Trumpet.novib.ff.F5.stereo.wav,48000,0.026
Brass,Trumpet.novib,Trumpet.novib.ff.G3.stereo.wav,48000,0.048
Brass,Trumpet.novib,Trumpet.novib.ff.G4.stereo.wav,48000,0.04
Brass,Trumpet.novib,Trumpet.novib.ff.G5.stereo.wav,48000,0.034
Brass,Trumpet.novib,Trumpet.novib.ff.Gb3.stereo.wav,48000,0.036
Brass,Trumpet.novib,Trumpet.novib.ff.Gb4.stereo.wav,48000,0.041
Brass,Trumpet.novib,Trumpet.novib.ff.Gb5.stereo.wav,48000,0.027
Brass,Trumpet.vib,Trumpet.vib.ff.A3.stereo.wav,48000,0.076
Brass,Trumpet.vib,Trumpet.vib.ff.A4.stereo.wav,48000,0.075
Brass,Trumpet.vib,Trumpet.vib.ff.A5.stereo.wav,48000,0.087
Brass,Trumpet.vib,Trumpet.vib.ff.Ab3.stereo.wav,48000,0.061
Brass,Trumpet.vib,Trumpet.vib.ff.Ab4.stereo.wav,48000,0.068
Brass,Trumpet.vib,Trumpet.vib.ff.Ab5.stereo.wav,48000,0.061
Brass,Trumpet.vib,Trumpet.vib.ff.B3.stereo.wav,48000,0.072
Brass,Trumpet.vib,Trumpet.vib.ff.B4.stereo.wav,48000,0.073
Brass,Trumpet.vib,Trumpet.vib.ff.B5.stereo.wav,48000,0.074
Brass,Trumpet.vib,Trumpet.vib.ff.Bb3.stereo.wav,48000,0.074
Brass,Trumpet.vib,Trumpet.vib.ff.Bb4.stereo.wav,48000,0.063
Brass,Trumpet.vib,Trumpet.vib.ff.Bb5.stereo.wav,48000,0.067
Brass,Trumpet.vib,Trumpet.vib.ff.C4.stereo.wav,48000,0.076
Brass,Trumpet.vib,Trumpet.vib.ff.C5.stereo.wav,48000,0.068
Brass,Trumpet.vib,Trumpet.vib.ff.C6.stereo.wav,48000,0.106
Brass,Trumpet.vib,Trumpet.vib.ff.D4.stereo.wav,48000,0.073
Brass,Trumpet.vib,Trumpet.vib.ff.D5.stereo.wav,48000,0.056
Brass,Trumpet.vib,Trumpet.vib.ff.D6.stereo.wav,48000,0.112
Brass,Trumpet.vib,Trumpet.vib.ff.Db4.stereo.wav,48000,0.059
Brass,Trumpet.vib,Trumpet.vib.ff.Db5.stereo.wav,48000,0.077
Brass,Trumpet.vib,Trumpet.vib.ff.Db6.stereo.wav,48000,0.092
Brass,Trumpet.vib,Trumpet.vib.ff.E3.stereo.wav,48000,0.089
Brass,Trumpet.vib,Trumpet.vib.ff.E4.stereo.wav,48000,0.083
Brass,Trumpet.vib,Trumpet.vib.ff.E5.stereo.wav,48000,0.077
Brass,Trumpet.vib,Trumpet.vib.ff.Eb4.stereo.wav,48000,0.085
Brass,Trumpet.vib,Trumpet.vib.ff.Eb5.stereo.wav,48000,0.08
Brass,Trumpet.vib,Trumpet.vib.ff.F3.stereo.wav,48000,0.119
Brass,Trumpet.vib,Trumpet.vib.ff.F4.stereo.wav,48000,0.084
Brass,Trumpet.vib,Trumpet.vib.ff.F5.stereo.wav,48000,0.076
Brass,Trumpet.vib,Trumpet.vib.ff.G3.stereo.wav,48000,0.076
Brass,Trumpet.vib,Trumpet.vib.ff.G4.stereo.wav,48000,0.094
Brass,Trumpet.vib,Trumpet.vib.ff.G5.stereo.wav,48000,0.071
Brass,Trumpet.vib,Trumpet.vib.ff.Gb3.stereo.wav,48000,0.064
Brass,Trumpet.vib,Trumpet.vib.ff.Gb4.stereo.wav,48000,0.063
Brass,Trumpet.vib,Trumpet.vib.ff.Gb5.stereo.wav,48000,0.086
Brass,Tuba,Tuba.ff.A1.stereo.wav,48000,0.053
Brass,Tuba,Tuba.ff.A2.stereo.wav,48000,0.038
Brass,Tuba,Tuba.ff.A3.stereo.wav,48000,0.049
Brass,Tuba,Tuba.ff.Ab1.stereo.wav,48000,0.065
Brass,Tuba,Tuba.ff.Ab2.stereo.wav,48000,0.052
Brass,Tuba,Tuba.ff.Ab3.stereo.wav,48000,0.043
Brass,Tuba,Tuba.ff.B1.stereo.wav,48000,0.051
Brass,Tuba,Tuba.ff.B2.stereo.wav,48000,0.045
Brass,Tuba,Tuba.ff.B3.stereo.wav,48000,0.044
Brass,Tuba,Tuba.ff.Bb1.stereo.wav,48000,0.046
Brass,Tuba,Tuba.ff.Bb2.stereo.wav,48000,0.061
Brass,Tuba,Tuba.ff.Bb3.stereo.wav,48000,0.051
Brass,Tuba,Tuba.ff.C1.stereo.wav,48000,0.039
Brass,Tuba,Tuba.ff.C2.stereo.wav,48000,0.061
Brass,Tuba,Tuba.ff.C3.stereo.wav,48000,0.045
Brass,Tuba,Tuba.ff.C4.stereo.wav,48000,0.051
Brass,Tuba,Tuba.ff.D1.stereo.wav,48000,0.064
Brass,Tuba,Tuba.ff.D2.stereo.wav,48000,0.042
Brass,Tuba,Tuba.ff.D3.stereo.wav,48000,0.039
Brass,Tuba,Tuba.ff.Db1.stereo.wav,48000,0.109
Brass,Tuba,Tuba.ff.Db2.stereo.wav,48000,0.056
Brass,Tuba,Tuba.ff.Db3.stereo.wav,48000,0.055
Brass,Tuba,Tuba.ff.E1.stereo.wav,48000,0.037
Brass,Tuba,Tuba.ff.E2.stereo.wav,48000,0.044
Brass,Tuba,Tuba.ff.E3.stereo.wav,48000,0.043
Brass,Tuba,Tuba.ff.Eb1.stereo.wav,48000,0.065
Brass,Tuba,Tuba.ff.Eb2.stereo.wav,48000,0.046
Brass,Tuba,Tuba.ff.Eb3.stereo.wav,48000,0.042
Brass,Tuba,Tuba.ff.F1.stereo.wav,48000,0.054
Brass,Tuba,Tuba.ff.F2.stereo.wav,48000,0.056
Brass,Tuba,Tuba.ff.F3.stereo.wav,48000,0.032
Brass,Tuba,Tuba.ff.G1.stereo.wav,48000,0.043
Brass,Tuba,Tuba.ff.G2.stereo.wav,48000,0.044
Brass,Tuba,Tuba.ff.G3.stereo.wav,48000,0.05
Brass,Tuba,Tuba.ff.Gb1.stereo.wav,48000,0.024
Brass,Tuba,Tuba.ff.Gb2.stereo.wav,48000,0.043
Brass,Tuba,Tuba.ff.Gb3.stereo.wav,48000,0.049
Percussion,Crotale,Crotale.ff.A6.stereo.wav,48000,0.044
Percussion,Crotale,Crotale.ff.A7.stereo.wav,48000,0.059
Percussion,Crotale,Crotale.ff.Ab6.stereo.wav,48000,0.074
Percussion,Crotale,Crotale.ff.Ab7.stereo.wav,48000,0.069
Percussion,Crotale,Crotale.ff.B6.stereo.wav,48000,0.049
Percussion,Crotale,Crotale.ff.B7.stereo.wav,48000,0.036
Percussion,Crotale,Crotale.ff.Bb6.stereo.wav,48000,0.046
Percussion,Crotale,Crotale.ff.Bb7.stereo.wav,48000,0.021
Percussion,Crotale,Crotale.ff.C6.stereo.wav,48000,0.072
Percussion,Crotale,Crotale.ff.C7.stereo.wav,48000,0.021
Percussion,Crotale,Crotale.ff.C8.stereo.wav,48000,0.037
Percussion,Crotale,Crotale.ff.D6.stereo.wav,48000,0.086
Percussion,Crotale,Crotale.ff.D7.stereo.wav,48000,0.022
Percussion,Crotale,Crotale.ff.Db6.stereo.wav,48000,0.084
Percussion,Crotale,Crotale.ff.Db7.stereo.wav,48000,0.015
Percussion,Crotale,Crotale.ff.E6.stereo.wav,48000,0.061
Percussion,Crotale,Crotale.ff.E7.stereo.wav,48000,0.037
Percussion,Crotale,Crotale.ff.Eb6.stereo.wav,48000,0.085
Percussion,Crotale,Crotale.ff.Eb7.stereo.wav,48000,0.027
Percussion,Crotale,Crotale.ff.F6.stereo.wav,48000,0.094
Percussion,Crotale,Crotale.ff.F7.stereo.wav,48000,0.062
Percussion,Crotale,Crotale.ff.G6.stereo.wav,48000,0.083
Percussion,Crotale,Crotale.ff.G7.stereo.wav,48000,0.026
Percussion,Crotale,Crotale.ff.Gb6.stereo.wav,48000,0.077
Percussion,Crotale,Crotale.ff.Gb7.stereo.wav,48000,0.052
Percussion,Marimba.cord,Marimba.cord.ff.A2.stereo.wav,48000,0.075
Percussion,Marimba.cord,Marimba.cord.ff.A3.stereo.wav,48000,0.059
Percussion,Marimba.cord,Marimba.cord.ff.A4.stereo.wav,48000,0.06
Percussion,Marimba.cord,Marimba.cord.ff.A5.stereo.wav,48000,0.067
Percussion,Marimba.cord,Marimba.cord.ff.A6.stereo.wav,48000,0.066
Percussion,Marimba.cord,Marimba.cord.ff.Ab2.stereo.wav,48000,0.078
Percussion,Marimba.cord,Marimba.cord.ff.Ab3.stereo.wav,48000,0.065
Percussion,Marimba.cord,Marimba.cord.ff.Ab4.stereo.wav,48000,0.049
Percussion,Marimba.cord,Marimba.cord.ff.Ab5.stereo.wav,48000,0.066
Percussion,Marimba.cord,Marimba.cord.ff.Ab6.stereo.wav,48000,0.05
Percussion,Marimba.cord,Marimba.cord.ff.B2.stereo.wav,48000,0.063
Percussion,Marimba.cord,Marimba.cord.ff.B3.stereo.wav,48000,0.072
Percussion,Marimba.cord,Marimba.cord.ff.B4.stereo.wav,48000,0.056
Percussion,Marimba.cord,Marimba.cord.ff.B5.stereo.wav,48000,0.061
Percussion,Marimba.cord,Marimba.cord.ff.B6.stereo.wav,48000,0.052
Percussion,Marimba.cord,Marimba.cord.ff.Bb2.stereo.wav,48000,0.06
Percussion,Marimba.cord,Marimba.cord.ff.Bb3.stereo.wav,48000,0.044
Percussion,Marimba.cord,Marimba.cord.ff.Bb4.stereo.wav,48000,0.075
Percussion,Marimba.cord,Marimba.cord.ff.Bb5.stereo.wav,48000,0.056
Percussion,Marimba.cord,Marimba.cord.ff.Bb6.stereo.wav,48000,0.044
Percussion,Marimba.cord,Marimba.cord.ff.C2.stereo.wav,48000,0.09
Percussion,Marimba.cord,Marimba.cord.ff.C3.stereo.wav,48000,0.07
Percussion,Marimba.cord,Marimba.cord.ff.C4.stereo.wav,48000,0.08
Percussion,Marimba.cord,Marimba.cord.ff.C5.stereo.wav,48000,0.063
Percussion,Marimba.cord,Marimba.cord.ff.C6.stereo.wav,48000,0.05
Percussion,Marimba.cord,Marimba.cord.ff.C7.stereo.wav,48000,0.051
Percussion,Marimba.cord,Marimba.cord.ff.D2.stereo.wav,48000,0.07
Percussion,Marimba.cord,Marimba.cord.ff.D3.stereo.wav,48000,0.061
Percussion,Marimba.cord,Marimba.cord.ff.D4.stereo.wav,48000,0.089
Percussion,Marimba.cord,Marimba.cord.ff.D5.stereo.wav,48000,0.047
Percussion,Marimba.cord,Marimba.cord.ff.D6.stereo.wav,48000,0.066
Percussion,Marimba.cord,Marimba.cord.ff.Db2.stereo.wav,48000,0.084
Percussion,Marimba.cord,Marimba.cord.ff.Db3.stereo.wav,48000,0.056
Percussion,Marimba.cord,Marimba.cord.ff.Db4.stereo.wav,48000,0.055
Percussion,Marimba.cord,Marimba.cord.ff.Db5.stereo.wav,48000,0.074
Percussion,Marimba.cord,Marimba.cord.ff.Db6.stereo.wav,48000,0.053
Percussion,Marimba.cord,Marimba.cord.ff.E2.stereo.wav,48000,0.068
Percussion,Marimba.cord,Marimba.cord.ff.E3.stereo.wav,48000,0.084
Percussion,Marimba.cord,Marimba.cord.ff.E4.stereo.wav,48000,0.076
Percussion,Marimba.cord,Marimba.cord.ff.E5.stereo.wav,48000,0.047
Percussion,Marimba.cord,Marimba.cord.ff.E6.stereo.wav,48000,0.055
Percussion,Marimba.cord,Marimba.cord.ff.Eb2.stereo.wav,48000,0.046
Percussion,Marimba.cord,Marimba.cord.ff.Eb3.stereo.wav,48000,0.088
Percussion,Marimba.cord,Marimba.cord.ff.Eb4.stereo.wav,48000,0.07
Percussion,Marimba.cord,Marimba.cord.ff.Eb5.stereo.wav,48000,0.053
Percussion,Marimba.cord,Marimba.cord.ff.Eb6.stereo.wav,48000,0.046
Percussion,Marimba.cord,Marimba.cord.ff.F2.stereo.wav,48000,0.089
Percussion,Marimba.cord,Marimba.cord.ff.F3.stereo.wav,48000,0.063
Percussion,Marimba.cord,Marimba.cord.ff.F4.stereo.wav,48000,0.058
Percussion,Marimba.cord,Marimba.cord.ff.F5.stereo.wav,48000,0.049
Percussion,Marimba.cord,Marimba.cord.ff.F6.stereo.wav,48000,0.045
Percussion,Marimba.cord,Marimba.cord.ff.G2.stereo.wav,48000,0.069
Percussion,Marimba.cord,Marimba.cord.ff.G3.stereo.wav,48000,0.075
Percussion,Marimba.cord,Marimba.cord.ff.G4.stereo.wav,48000,0.067
Percussion,Marimba.cord,Marimba.cord.ff.G5.stereo.wav,48000,0.067
Percussion,Marimba.cord,Marimba.cord.ff.G6.stereo.wav,48000,0.053
Percussion,Marimba.cord,Marimba.cord.ff.Gb2.stereo.wav,48000,0.062
Percussion,Marimba.cord,Marimba.cord.ff.Gb3.stereo.wav,48000,0.072
Percussion,Marimba.cord,Marimba.cord.ff.Gb4.stereo.wav,48000,0.058
Percussion,Marimba.cord,Marimba.cord.ff.Gb5.stereo.wav,48000,0.05
Percussion,Marimba.cord,Marimba.cord.ff.Gb6.stereo.wav,48000,0.054
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.A2.stereo.wav,48000,0.023
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.A3.stereo.wav,48000,0.074
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.A4.stereo.wav,48000,0.036
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.A5.stereo.wav,48000,0.043
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.A6.stereo.wav,48000,0.029
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Ab2.stereo.wav,48000,0.031
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Ab3.stereo.wav,48000,0.029
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Ab5.stereo.wav,48000,0.035
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Ab6.stereo.wav,48000,0.034
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.B2.stereo.wav,48000,0.024
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.B3.stereo.wav,48000,0.033
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.B4.stereo.wav,48000,0.032
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.B5.stereo.wav,48000,0.038
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.B6.stereo.wav,48000,0.035
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Bb2.stereo.wav,48000,0.022
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Bb3.stereo.wav,48000,0.03
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Bb4.stereo.wav,48000,0.039
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Bb5.stereo.wav,48000,0.048
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Bb6.stereo.wav,48000,0.031
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.C2.stereo.wav,48000,0.041
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.C3.stereo.wav,48000,0.021
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.C4.stereo.wav,48000,0.034
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.C5.stereo.wav,48000,0.042
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.C6.stereo.wav,48000,0.033
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.C7.stereo.wav,48000,0.044
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.D2.stereo.wav,48000,0.037
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.D3.stereo.wav,48000,0.022
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.D4.stereo.wav,48000,0.033
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.D5.stereo.wav,48000,0.036
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.D6.stereo.wav,48000,0.035
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Db2.stereo.wav,48000,0.041
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Db3.stereo.wav,48000,0.021
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Db4.stereo.wav,48000,0.032
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Db5.stereo.wav,48000,0.034
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Db6.stereo.wav,48000,0.032
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.E2.stereo.wav,48000,0.032
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.E3.stereo.wav,48000,0.029
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.E4.stereo.wav,48000,0.026
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.E5.stereo.wav,48000,0.045
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.E6.stereo.wav,48000,0.042
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Eb2.stereo.wav,48000,0.022
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Eb3.stereo.wav,48000,0.04
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Eb4.stereo.wav,48000,0.032
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Eb5.stereo.wav,48000,0.036
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.Eb6.stereo.wav,48000,0.034
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.F2.stereo.wav,48000,0.027
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.F3.stereo.wav,48000,0.036
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.F4.stereo.wav,48000,0.024
Percussion,Marimba.deadstroke,Marimba.deadstroke.ff.F5.stereo.wav,48000,0.047
